inlf,hours,kidslt6,kidsge6,age,educ,wage,repwage,hushrs,husage,huseduc,huswage,faminc,mtr,motheduc,fatheduc,unem,city,exper,nwifeinc,lwage,expersq
1,1848,0,1,34,13,5.411,6,2880,40,16,8.681,36000,0.552,12,12,7.5,1,15,26,1.688 ,225
1,1678,0,2,44,12,2.205,2.3,2032,46,12,3.468,17302,0.721,14,12,3,0,14,14,0.791 ,196
1,160,0,3,36,16,4.063,0,3120,42,16,3.032,16450,0.721,14,7,3,0,14,16,1.402 ,196
1,108,0,0,50,17,0.648,0,1760,57,16,13.807,41170,0.581,14,16,9.5,1,6,41,-0.434 ,36
1,1738,0,0,45,12,5.383,6.18,1725,47,12,6.217,20130,0.661,0,0,7.5,1,24,11,1.683 ,576
1,1170,0,2,44,14,0.171,0,2080,46,13,4.231,9200,0.752,16,12,9.5,1,10,9,-1.767 ,100
1,15,0,2,57,12,23.467,0,2040,57,10,11.47,24751,0.661,7,7,11,1,2,24,3.156 ,4
1,2088,0,0,35,17,9.578,9.98,2940,42,17,12.245,57300,0.5,12,17,9.5,1,9,37,2.260 ,81
1,2490,0,0,46,12,3.695,3.77,2280,52,12,9.21,37200,0.581,7,7,7.5,1,23,28,1.307 ,529
1,135,2,1,30,14,2.222,0,2164,35,16,6.331,14000,0.721,10,12,14,1,12,14,0.798 ,144
1,1944,0,3,42,12,1.749,2.3,1999,44,12,7.804,20610,0.692,7,3,14,0,8,17,0.559 ,64
1,690,0,1,34,12,1.159,2.25,1824,36,13,7.675,14800,0.721,10,7,7.5,1,16,14,0.148 ,256
1,608,0,2,45,17,6.99,3,2182,47,16,15.582,40005,0.552,10,14,14,1,10,36,1.944 ,100
1,63,1,2,35,16,3.968,0,2385,37,16,9.644,23750,0.661,14,7,14,1,7,24,1.378 ,49
1,154,0,0,40,16,21.429,8.13,2460,44,17,12.886,35300,0.552,7,12,14,1,19,32,3.065 ,361
1,420,0,1,32,12,0.476,2.85,2595,35,16,6.551,17350,0.692,12,12,7.5,1,2,17,-0.742 ,4
1,651,0,0,54,9,2.151,1.44,2400,57,10,8.25,21650,0.661,7,7,7.5,1,9,20,0.766 ,81
1,675,0,3,38,12,1.858,2.2,3120,42,8,1.379,6740,0.791,7,7,14,0,14,5,0.619 ,196
1,1663,0,3,43,12,4.33,3.6,2850,42,12,5.263,32275,0.692,12,14,5,1,9,25,1.465 ,81
1,1680,0,0,54,16,8.929,7,760,60,12,10.526,33220,0.72,14,7,9.5,1,16,18,2.189 ,256
1,180,0,3,39,14,2.778,4,2500,37,17,10,26500,0.622,12,12,7.5,1,7,26,1.022 ,49
1,1581,0,1,37,12,2.657,3.25,2630,39,14,12.548,38700,0.521,7,12,5,1,6,35,0.977 ,36
1,1200,0,2,46,12,2.5,3.08,2597,48,8,4.621,15400,0.721,7,7,5,1,22,12,0.916 ,484
1,450,0,0,56,11,18.267,0,2760,60,11,1.854,19007,0.692,7,7,3,0,9,11,2.905 ,81
1,547,0,3,41,12,0.819,2,2070,44,8,7.427,16771,0.721,12,7,7.5,0,9,16,-0.200 ,81
1,300,0,1,45,16,2,0,2256,48,16,13.298,31100,0.581,16,7,11,1,14,31,0.693 ,196
1,975,0,1,44,17,15.385,8.5,1505,47,16,26.578,66300,0.5,3,3,7.5,1,17,51,2.733 ,289
1,1621,0,1,50,17,6.477,0,2364,52,17,13.959,43550,0.491,16,12,5,0,12,33,1.868 ,144
1,300,0,5,37,14,8.333,3.5,2895,38,14,13.126,37250,0.622,7,7,11,0,13,35,2.120 ,169
1,1868,0,1,44,12,4.55,4.25,2041,46,12,7.888,24900,0.661,16,7,14,0,8,16,1.515 ,64
1,1803,0,2,32,14,2.496,1.9,2195,34,17,8.656,24200,0.661,7,14,9.5,1,10,20,0.915 ,100
1,2143,1,1,34,12,4.48,4.8,1935,40,12,3.411,16200,0.721,10,10,14,0,16,7,1.500 ,256
1,1080,0,2,32,10,2.232,2.3,1950,35,10,4.626,11431,0.752,10,10,7.5,0,1,9,0.803 ,1
1,1352,0,3,37,12,2.071,1.8,2375,38,14,4.21,13200,0.752,10,10,11,0,6,10,0.728 ,36
1,537,0,1,44,13,1.676,0,1920,55,8,4.271,15420,0.771,10,10,9,1,4,15,0.516 ,16
1,352,0,2,34,16,3.409,0,3300,33,12,3.342,18400,0.692,12,12,14,0,8,17,1.226 ,64
1,200,1,3,33,12,2.5,8,3680,33,16,8.636,43500,0.491,10,3,5,1,4,43,0.916 ,16
1,2045,0,3,43,7,3.961,4.07,1968,43,12,6.758,21972,0.692,7,7,7.5,1,15,14,1.376 ,225
1,1253,0,2,35,16,6.227,3.97,2504,33,10,0.584,7774,0.771,16,16,11,0,7,0,1.829 ,49
1,1960,0,1,43,14,3.929,3.85,2000,45,14,5.335,24470,0.692,7,7,7.5,0,14,17,1.368 ,196
1,2000,0,0,34,12,2.9,2.5,1656,37,12,4.71,13600,0.721,7,7,7.5,0,16,8,1.065 ,256
1,1960,0,3,36,10,4.082,4.55,1968,39,7,4.98,22500,0.721,7,0,7.5,0,15,15,1.406 ,225
1,2000,0,2,41,12,2.85,4.2,2016,41,12,2.976,13600,0.721,7,7,14,0,23,8,1.047 ,529
1,1568,0,0,41,16,7.015,6.31,2602,44,17,12.744,90800,0.442,7,7,7.5,0,19,80,1.948 ,361
1,1225,0,3,35,10,2.939,2.4,1560,43,9,3.846,10776,0.752,10,10,7.5,0,4,7,1.078 ,16
1,780,1,3,32,12,1.923,3.25,1827,37,10,7.223,19007,0.752,10,7,5,1,12,18,0.654 ,144
1,480,0,0,30,14,6.875,0,2080,34,14,8.808,23900,0.661,12,12,14,1,12,21,1.928 ,144
1,1923,0,0,43,12,3.9,4.74,3390,47,12,5.386,26060,0.622,7,7,7.5,1,25,19,1.361 ,625
1,2000,0,0,54,6,2,0,2524,57,6,3.685,13300,0.721,7,7,7.5,0,14,9,0.693 ,196
1,2110,0,2,35,15,4.976,4.37,2777,34,12,1.844,15620,0.721,7,7,7.5,0,14,5,1.605 ,196
1,1664,0,0,50,12,1.202,5,3120,54,13,1.301,16500,0.721,7,7,7.5,0,11,15,0.184 ,121
1,48,1,1,34,17,22.5,0,2700,36,17,7.222,20880,0.692,14,16,5,1,7,20,3.114 ,49
1,1791,0,0,52,14,6.868,6.18,1904,57,12,7.353,30600,0.661,14,12,9.5,1,18,18,1.927 ,324
1,1404,0,3,35,13,3.561,5.3,2360,38,14,11.864,39000,0.622,7,10,9,1,4,34,1.270 ,16
1,1920,0,0,55,6,1.979,2.58,1960,58,8,5.333,15428,0.721,7,7,7.5,0,37,12,0.683 ,1369
1,2141,0,0,35,16,5.371,6,2000,42,16,5.5,23300,0.661,7,7,7.5,0,13,12,1.681 ,169
1,1720,0,1,49,14,1.744,0,2600,45,16,7.231,42100,0.521,16,16,9.5,1,14,39,0.556 ,196
1,3533,2,2,38,15,5.095,8.5,2000,38,9,7,36430,0.64,12,7,9.5,1,17,18,1.628 ,289
1,2000,0,2,42,14,2.5,0,2218,45,14,7.214,26000,0.692,7,7,9.5,1,5,21,0.916 ,25
1,800,0,1,48,8,3.825,2.3,2000,52,5,4.5,62060,0.752,7,7,7.5,0,2,59,1.342 ,4
1,3000,0,0,51,14,1,0,2595,53,16,8.863,28300,0.622,12,12,9.5,1,0,25,0.000 ,0
1,293,0,2,43,12,3.072,4,2400,47,12,9.333,24149,0.661,12,10,7.5,1,3,23,1.122 ,9
1,1872,0,1,43,12,1.716,0,2856,48,12,3.826,28141,0.661,12,10,7.5,1,21,25,0.540 ,441
1,2058,0,1,38,12,4.021,4,2601,38,14,5.445,23057,0.661,10,10,7.5,1,20,15,1.392 ,400
1,1832,0,1,44,12,5.458,4.95,2054,48,9,8.763,28900,0.622,3,7,7.5,1,19,19,1.697 ,361
1,120,1,3,36,12,25,9.98,2500,35,12,8.4,24000,0.661,12,10,9.5,1,4,21,3.219 ,16
1,1632,0,0,38,12,2.39,2.3,1960,31,12,5.102,13900,0.721,12,12,7.5,0,19,10,0.871 ,361
1,778,0,0,47,8,3.213,7.25,2058,51,8,7.41,31810,0.692,12,12,5,1,11,29,1.167 ,121
1,1984,0,2,34,12,3.377,3.14,2410,49,10,5.353,19840,0.692,7,7,7.5,0,14,13,1.217 ,196
1,225,1,2,40,17,1.778,0,1278,38,17,19.562,25490,0.661,16,17,14,1,8,25,0.575 ,64
1,1960,0,1,31,12,3.163,3.18,2875,35,12,5.078,20800,0.692,12,12,7.5,0,13,15,1.152 ,169
1,444,0,0,46,12,2.703,0,2340,49,12,0.513,2400,0.802,10,16,7.5,1,24,1,0.994 ,576
1,384,0,3,36,14,1.693,0,3060,43,17,5.402,32650,0.581,10,10,14,1,1,32,0.526 ,1
1,1170,1,2,39,13,0.214,0,1920,47,12,7.865,16370,0.721,12,16,11,1,1,16,-1.543 ,1
1,1330,0,2,36,17,6.767,4.5,3390,38,12,6.053,35500,0.552,7,7,14,0,3,27,1.912 ,9
1,1350,0,4,37,8,1.741,2.1,2400,41,12,5,15100,0.752,7,7,3,0,4,13,0.554 ,16
1,480,0,4,39,12,2.5,0,1640,40,11,7.683,14100,0.752,7,9,3,0,21,13,0.916 ,441
1,1984,1,3,36,11,4.486,3.26,1656,38,8,6.039,19600,0.721,7,3,14,0,10,11,1.501 ,100
1,1944,0,2,49,12,2.572,2.7,1920,53,16,5.851,19434,0.721,7,7,5,1,13,14,0.945 ,169
1,50,1,1,45,12,3.46,5,1780,46,10,6.742,23882,0.721,7,7,9.5,1,9,24,1.241 ,81
1,460,2,0,32,17,4.783,0,1850,31,17,8.108,17300,0.721,7,7,7.5,0,14,15,1.565 ,196
1,680,0,5,36,10,2.312,0,3430,43,12,5.306,19772,0.721,7,7,7.5,0,2,18,0.838 ,4
1,2450,0,1,40,12,5.306,6.5,2008,40,8,7.271,35641,0.622,7,7,5,1,21,23,1.669 ,441
1,2144,0,2,43,13,5.867,0,2140,43,11,8.178,34220,0.581,7,7,7.5,1,22,22,1.769 ,484
1,1760,0,1,33,12,3.409,3.21,3380,34,12,7.101,30000,0.581,12,16,11,1,14,24,1.226 ,196
1,490,0,1,30,12,4.082,2.46,2430,33,11,6.584,18000,0.692,12,12,7.5,1,7,16,1.406 ,49
0,0,0,1,49,12,,0,2550,54,15,7.853,21025,0.661,14,12,7.5,1,2,21,,4
0,0,2,0,30,16,,0,1928,34,16,11.929,23600,0.661,14,7,9.5,1,5,24,,25
0,0,1,0,30,12,,0,1100,39,17,18,22800,0.661,12,12,7.5,0,12,23,,144
0,0,0,4,41,12,,0,3193,40,16,10.022,35910,0.581,7,7,7.5,1,1,36,,1
0,0,0,1,45,12,,0,2250,46,16,9.333,21700,0.661,7,7,5,1,12,22,,144
0,0,0,5,43,12,,0,2012,44,13,6.085,21823,0.752,7,7,7.5,1,4,22,,16
0,0,0,1,42,13,,0,3856,46,15,5.705,31000,0.661,10,7,11,1,9,31,,81
0,0,0,0,60,12,,0,1645,58,12,9.118,15300,0.721,7,7,7.5,1,9,15,,81
0,0,0,0,57,12,,0,1554,57,12,7.207,12925,0.721,9,3,7.5,1,6,13,,36
0,0,0,2,38,10,,0,2352,41,8,5.315,15830,0.752,12,7,5,0,5,16,,25
0,0,0,0,56,12,,0,1980,58,12,8.283,30200,0.692,12,12,7.5,1,5,30,,25
0,0,0,3,32,12,,0,2352,37,7,7.058,16600,0.721,10,7,5,0,8,17,,64
0,0,0,1,49,7,,0,1784,58,6,6.166,11000,0.752,7,7,7.5,1,2,11,,4
0,0,0,0,55,12,,0,2500,58,12,2.7,15000,0.721,7,10,3,0,6,15,,36
0,0,1,1,36,9,,0,2088,39,14,7.663,20528,0.721,7,7,11,0,0,21,,0
0,0,0,3,44,12,,0,4640,50,12,1.849,13126,0.752,9,9,14,0,3,13,,9
0,0,0,1,44,10,,0,3900,60,12,3.846,15550,0.721,7,14,7.5,1,7,16,,49
0,0,1,2,35,14,,0,1988,34,17,9.054,18010,0.721,3,12,7.5,1,3,18,,9
0,0,2,3,44,14,,0,1920,45,10,9.375,18874,0.721,10,10,14,0,10,19,,100
0,0,0,1,45,12,,0,2400,45,12,8.333,24800,0.661,12,12,14,1,3,25,,9
0,0,1,0,34,12,,0,1867,38,12,9.373,17500,0.692,12,17,5,1,2,18,,4
0,0,2,0,30,17,,0,3570,32,17,4.482,16150,0.721,12,12,7.5,1,12,16,,144
0,0,0,1,39,8,,0,2805,44,12,5.348,15189,0.721,7,3,3,0,15,15,,225
0,0,0,2,36,12,,0,1110,39,15,3.203,6000,0.781,7,7,14,0,5,6,,25
0,0,0,2,38,17,,0,2695,42,16,12.801,37250,0.552,10,12,9.5,1,4,37,,16
0,0,0,0,53,12,,0,1950,54,16,6.91,27760,0.622,10,10,7.5,1,10,28,,100
0,0,0,2,36,12,,0,2128,42,12,4.229,9090,0.771,7,7,3,0,1,9,,1
0,0,1,1,32,12,,0,3260,31,12,4.448,14500,0.721,12,7,7.5,1,8,15,,64
0,0,0,3,51,9,,0,1987,51,12,8.052,19700,0.721,7,7,14,1,20,20,,400
0,0,0,0,38,11,,0,2185,46,11,7.506,16788,0.692,10,7,14,1,4,17,,16
0,0,2,0,33,12,,0,2475,36,12,7.475,18520,0.692,10,10,11,1,7,19,,49
0,0,0,0,54,12,,0,2610,53,12,6.322,20950,0.692,16,10,9.5,1,10,21,,100
0,0,0,3,38,9,,0,1920,44,12,2.135,7574,0.802,7,3,11,0,3,8,,9
0,0,2,2,30,11,,0,2352,31,14,4.209,10027,0.771,7,7,3,0,5,10,,25
0,0,2,3,34,12,,0,3160,30,12,0.76,5000,0.942,12,12,7.5,0,10,5,,100
0,0,0,1,34,9,,0,1040,37,13,4.808,7040,0.791,12,7,3,0,0,7,,0
0,0,0,2,50,12,,0,3120,49,12,12.788,40800,0.521,10,7,7.5,1,3,41,,9
0,0,2,0,30,17,,0,2240,30,16,7.143,16050,0.721,12,12,11,0,10,16,,100
0,0,0,2,38,12,,0,1980,42,16,15.152,33100,0.581,10,7,11,1,2,33,,4
0,0,0,0,54,14,,0,1960,58,14,7.908,33856,0.721,12,12,9.5,1,10,34,,100
0,0,1,2,30,12,,3,2940,31,17,6.973,20500,0.692,12,12,7.5,1,4,21,,16
0,0,0,0,55,12,,0,2467,56,11,4.918,28600,0.581,7,7,5,1,0,29,,0
0,0,0,1,51,10,,0,2256,56,12,8.311,18750,0.692,10,10,11,0,10,19,,100
0,0,0,1,44,12,,0,1680,46,12,7.143,20300,0.721,7,7,9.5,1,5,20,,25
0,0,0,0,53,12,,0,2250,55,12,5.689,13420,0.721,7,7,5,0,0,13,,0
0,0,0,2,42,10,,0,2400,49,9,7.083,18400,0.721,3,3,5,0,0,18,,0
0,0,0,2,38,12,,0,2196,42,11,5.692,16682,0.721,10,7,7.5,0,19,17,,361
0,0,1,3,38,13,,0,2400,40,12,11.4,32685,0.622,7,7,7.5,1,2,33,,4
0,0,1,4,41,12,,0,3825,41,11,1.415,7050,0.802,3,3,9.5,1,12,7,,144
0,0,0,3,35,8,,0,2860,44,9,2.751,10867,0.781,12,7,9.5,1,5,11,,25
0,0,1,2,33,12,,2.75,2750,34,12,6.618,18220,0.721,12,12,9.5,1,5,18,,25
0,0,0,0,48,13,,0,2103,50,16,9.273,26613,0.692,7,7,7.5,0,5,27,,25
0,0,0,0,47,12,,0,1880,51,12,12.287,25000,0.622,12,10,7.5,1,10,25,,100
0,0,0,5,34,12,,0,3185,41,13,2.855,15700,0.752,7,7,7.5,1,0,16,,0
0,0,2,1,33,13,,0,2677,37,17,7.971,40250,0.521,12,10,5,1,4,40,,16
0,0,3,1,31,13,,0,3600,36,17,19.444,73600,0.442,12,16,11,0,3,74,,9
0,0,0,0,58,8,,0,4334,58,8,1.481,10592,0.752,12,7,7.5,1,2,11,,4
0,0,0,0,49,12,,0,2874,52,8,1.892,8000,0.752,7,7,3,0,1,8,,1
0,0,0,1,55,8,,0,1936,56,9,6.922,13400,0.721,7,3,7.5,1,0,13,,0
0,0,0,0,44,14,,1.5,1964,49,8,10.692,23700,0.661,12,12,14,1,1,24,,1
0,0,0,0,44,9,,0,1900,48,8,9.947,18900,0.692,7,7,11,1,1,19,,1
0,0,0,3,36,16,,0,2500,37,17,19,48300,0.461,7,12,9.5,1,6,48,,36
0,0,0,3,38,12,,0,3173,46,14,7.488,24470,0.661,14,14,9.5,1,12,24,,144
0,0,0,3,37,16,,0,2916,38,17,9.259,28630,0.622,16,7,7.5,1,6,29,,36
0,0,0,0,47,12,,0,2208,51,12,11.322,25320,0.622,12,7,5,1,9,25,,81
0,0,0,3,47,12,,0,2094,47,10,6.447,13530,0.752,12,10,7.5,1,14,14,,196
0,0,1,1,32,12,,0,2250,33,12,6.578,14800,0.721,7,7,9,1,13,15,,169
0,0,1,2,43,12,,0,2000,46,12,6.1,17400,0.752,12,7,7.5,0,8,17,,64
0,0,1,4,42,11,,0,2600,48,10,4.231,15980,0.781,10,10,3,0,0,16,,0
0,0,0,0,56,12,,0,4368,57,8,2.217,16576,0.721,7,7,7.5,0,1,17,,1
0,0,0,5,38,13,,2.25,3068,40,16,6.519,21850,0.692,12,7,11,1,3,22,,9
0,0,0,2,52,12,,0,2218,51,11,6.492,14600,0.721,7,7,14,1,13,15,,169
0,0,0,0,50,12,,0,1848,56,12,11.364,21600,0.661,12,12,7.5,1,3,22,,9
0,0,0,0,33,16,,0,2430,33,17,9.877,24000,0.661,12,12,7.5,1,8,24,,64
0,0,0,2,44,16,,0,2640,44,17,7.658,20883,0.692,7,7,7.5,1,8,21,,64
0,0,0,1,41,12,,0,2108,42,16,8.302,19500,0.692,7,7,14,0,18,20,,324
0,0,0,1,45,12,,0,1998,45,12,14.114,42800,0.622,14,12,11,1,2,43,,4
0,0,0,0,53,14,,0,2500,55,16,16,41500,0.521,7,7,7.5,0,3,42,,9
0,0,0,0,53,14,,0,1665,56,17,11.291,18965,0.692,12,12,14,1,5,19,,25
0,0,0,1,42,12,,0,2990,46,12,2.339,16100,0.721,12,10,9.5,1,2,16,,4
0,0,2,0,32,13,,0,1795,35,16,7.799,14700,0.721,12,17,7.5,1,10,15,,100
0,0,0,0,56,12,,0,2500,53,12,6,18800,0.721,7,7,7.5,1,30,19,,900
0,0,1,3,37,11,,0,2205,40,11,6.689,14750,0.752,10,7,11,1,1,15,,1
0,0,1,2,40,12,,0,2460,42,14,8.537,21000,0.692,12,7,14,1,5,21,,25
0,0,0,3,54,15,,0,1880,55,16,13.83,35400,0.622,0,7,7.5,1,8,35,,64
0,0,0,0,53,7,,0,3481,53,9,1.48,10700,0.752,7,7,7.5,0,0,11,,0
0,0,0,1,48,12,,0,2450,51,12,8.571,24500,0.661,7,7,9.5,1,4,25,,16
0,0,1,2,36,12,,0,2062,38,14,8.23,17045,0.721,7,7,9.5,1,2,17,,4
0,0,0,0,57,12,,0,2146,52,14,8.388,18800,0.692,7,7,7.5,1,30,19,,900
0,0,0,0,51,12,,0,1575,49,7,7.365,14000,0.721,10,7,14,1,25,14,,625
0,0,0,4,33,13,,0,3096,37,12,3.441,18214,0.721,7,0,3,0,3,18,,9
0,0,0,0,52,12,,0,3280,49,11,3.354,20177,0.752,7,7,7.5,1,20,20,,400
0,0,0,0,56,10,,0,1680,60,8,2.976,8300,0.781,0,7,7.5,1,20,8,,400
0,0,1,2,36,12,,0,2625,38,11,5.181,14200,0.752,14,9,7.5,1,0,14,,0
0,0,1,0,36,14,,0,1846,50,16,10.293,21768,0.692,12,12,7.5,0,15,22,,225
0,0,0,1,46,12,,0,2178,47,10,13.243,29553,0.581,10,7,14,1,10,30,,100
0,0,0,3,31,10,,0,960,33,9,3.646,4350,0.942,7,7,7.5,0,4,4,,16
0,0,0,0,52,11,,0,2210,51,12,10.407,24000,0.661,7,7,11,1,3,24,,9
0,0,0,2,46,12,,0,2192,55,12,8.212,18300,0.692,7,7,7.5,1,10,18,,100
0,0,2,0,35,12,,0,1960,44,16,8.674,17200,0.721,7,3,7.5,1,9,17,,81
0,0,0,0,59,12,,0,1920,56,10,8.321,16476,0.692,7,7,14,0,7,16,,49
0,0,0,1,36,8,,0,2286,40,12,4.287,13400,0.752,0,0,14,0,12,13,,144
0,0,1,3,51,7,,0,2000,52,7,10.5,44988,0.521,3,3,14,0,0,45,,0
0,0,1,0,31,16,,0,2256,31,12,7.979,18200,0.692,12,12,9,1,16,18,,256
0,0,0,2,31,14,,0,2370,36,17,11.814,28000,0.622,12,12,14,1,4,28,,16
0,0,1,1,32,12,,0,1800,39,13,6.111,11550,0.752,12,12,7.5,1,7,12,,49
0,0,1,2,35,16,,0,2250,38,16,12.578,28450,0.622,12,7,14,1,7,28,,49
0,0,0,3,40,12,,4.1,1080,43,12,11.244,15096,0.752,7,10,7.5,1,14,15,,196
